Date,Region,Category,Sales,Inventory,Promo_Flag,Holiday_Flag
2023-04-02,South,Electronics,189,209,0,0
2023-04-02,South,Furniture,149,118,0,0
2023-04-02,South,Clothing,88,86,0,0
2023-04-02,South,Home_Appliances,260,184,1,0
2023-04-02,East,Electronics,284,410,1,0
2023-04-02,East,Furniture,194,137,0,0
2023-04-02,East,Clothing,251,265,0,0
2023-04-02,East,Home_Appliances,198,129,0,0
2023-04-02,West,Electronics,186,159,0,0
2023-04-02,West,Furniture,269,223,0,0
2023-04-02,West,Clothing,268,389,1,0
2023-04-02,West,Home_Appliances,104,67,0,0
2023-04-03,North,Electronics,105,123,0,0
2023-04-03,North,Furniture,99,109,0,0
2023-04-03,North,Clothing,173,240,1,0
2023-04-03,North,Home_Appliances,228,286,0,0
2023-04-03,South,Electronics,122,115,0,0
2023-04-03,South,Furniture,88,49,0,0
2023-04-03,South,Clothing,101,44,0,0
2023-04-03,South,Home_Appliances,149,183,0,0
2023-04-03,East,Electronics,109,93,0,0
2023-04-03,East,Furniture,124,173,1,0
2023-04-03,East,Clothing,133,86,0,0
2023-04-03,East,Home_Appliances,210,279,0,0
2023-04-03,West,Electronics,295,227,1,0
2023-04-03,West,Furniture,130,141,0,0
2023-04-03,West,Clothing,215,216,0,0
2023-04-03,West,Home_Appliances,127,198,0,0
2023-04-04,North,Electronics,192,145,0,0
2023-04-04,North,Furniture,144,171,0,0
2023-04-04,North,Clothing,81,95,0,0
2023-04-04,North,Home_Appliances,141,194,0,0
2023-04-04,South,Electronics,228,311,0,0
2023-04-04,South,Furniture,139,108,0,0
2023-04-04,South,Clothing,244,283,0,0
2023-04-04,South,Home_Appliances,233,230,0,0
2023-04-04,East,Electronics,208,143,0,0
2023-04-04,East,Furniture,179,88,0,0
2023-04-04,East,Clothing,177,212,0,0
2023-04-04,East,Home_Appliances,176,186,0,0
2023-04-04,West,Electronics,149,208,0,0
2023-04-04,West,Furniture,181,176,0,0
2023-04-04,West,Clothing,233,264,0,0
2023-04-04,West,Home_Appliances,210,275,0,0
2023-04-05,North,Electronics,279,249,1,0
2023-04-05,North,Furniture,230,208,0,0
2023-04-05,North,Clothing,201,188,0,0
2023-04-05,North,Home_Appliances,202,233,0,0
2023-04-05,South,Electronics,62,37,0,0
2023-04-05,South,Furniture,286,345,1,0
2023-04-05,South,Clothing,55,101,0,0
2023-04-05,South,Home_Appliances,187,180,0,0
2023-04-05,East,Electronics,68,92,0,0
2023-04-05,East,Furniture,74,52,0,0
2023-04-05,East,Clothing,113,66,0,0
2023-04-05,East,Home_Appliances,202,280,0,0
2023-04-05,West,Electronics,120,133,0,0
2023-04-05,West,Furniture,123,115,0,0
2023-04-05,West,Clothing,100,93,0,0
2023-04-05,West,Home_Appliances,70,72,0,0
2023-04-06,North,Electronics,207,268,0,0
2023-04-06,North,Furniture,183,289,0,0
2023-04-06,North,Clothing,164,247,0,0
2023-04-06,North,Home_Appliances,97,87,0,0
2023-04-06,South,Electronics,96,124,0,0
2023-04-06,South,Furniture,102,69,0,0
2023-04-06,South,Clothing,133,147,0,0
2023-04-06,South,Home_Appliances,189,277,0,0
2023-04-06,East,Electronics,189,261,0,0
2023-04-06,East,Furniture,178,108,0,0
2023-04-06,East,Clothing,155,183,0,0
2023-04-06,East,Home_Appliances,206,273,0,0
2023-04-06,West,Electronics,181,140,0,0
2023-04-06,West,Furniture,104,130,0,0
2023-04-06,West,Clothing,86,120,0,0
2023-04-06,West,Home_Appliances,182,206,0,0
2023-04-07,North,Electronics,241,250,0,0
2023-04-07,North,Furniture,94,80,0,0
2023-04-07,North,Clothing,200,286,0,0
2023-04-07,North,Home_Appliances,178,95,0,0
2023-04-07,South,Electronics,96,130,0,0
2023-04-07,South,Furniture,55,61,0,0
2023-04-07,South,Clothing,147,104,0,0
2023-04-07,South,Home_Appliances,192,98,0,0
2023-04-07,East,Electronics,67,52,0,0
2023-04-07,East,Furniture,233,212,0,0
2023-04-07,East,Clothing,209,284,0,0
2023-04-07,East,Home_Appliances,156,98,0,0
2023-04-07,West,Electronics,246,117,0,0
2023-04-07,West,Furniture,86,130,0,0
2023-04-07,West,Clothing,72,126,0,0
2023-04-07,West,Home_Appliances,181,164,0,0
2023-04-08,North,Electronics,196,261,0,0
2023-04-08,North,Furniture,271,143,0,0
2023-04-08,North,Clothing,277,334,0,0
2023-04-08,North,Home_Appliances,219,150,0,0
2023-04-08,South,Electronics,335,377,1,0
2023-04-08,South,Furniture,358,311,1,0
2023-04-08,South,Clothing,278,146,0,0
2023-04-08,South,Home_Appliances,241,276,0,0
2023-04-08,East,Electronics,178,175,0,0
2023-04-08,East,Furniture,196,254,0,0
2023-04-08,East,Clothing,158,110,0,0
2023-04-08,East,Home_Appliances,176,283,0,0
2023-04-08,West,Electronics,265,206,0,0
2023-04-08,West,Furniture,76,69,0,0
2023-04-08,West,Clothing,253,185,0,0
2023-04-08,West,Home_Appliances,162,175,0,0
2023-04-09,North,Electronics,177,134,1,0
2023-04-09,North,Furniture,195,141,0,0
2023-04-09,North,Clothing,110,62,0,0
2023-04-09,North,Home_Appliances,225,192,0,0
2023-04-09,South,Electronics,157,240,0,0
2023-04-09,South,Furniture,293,197,0,0
2023-04-09,South,Clothing,118,106,0,0
2023-04-09,South,Home_Appliances,153,165,0,0
2023-04-09,East,Electronics,241,187,0,0
2023-04-09,East,Furniture,154,83,0,0
2023-04-09,East,Clothing,115,151,0,0
2023-04-09,East,Home_Appliances,275,222,0,0
2023-04-09,West,Electronics,114,63,0,0
2023-04-09,West,Furniture,220,290,0,0
2023-04-09,West,Clothing,241,323,0,0
2023-04-09,West,Home_Appliances,127,148,0,0
2023-04-10,North,Electronics,114,110,0,0
2023-04-10,North,Furniture,102,94,0,0
2023-04-10,North,Clothing,159,207,0,0
2023-04-10,North,Home_Appliances,229,216,0,0
2023-04-10,South,Electronics,188,171,0,0
2023-04-10,South,Furniture,85,83,0,0
2023-04-10,South,Clothing,200,101,0,0
2023-04-10,South,Home_Appliances,327,458,1,0
2023-04-10,East,Electronics,121,159,0,0
2023-04-10,East,Furniture,63,35,0,0
2023-04-10,East,Clothing,58,94,0,0
2023-04-10,East,Home_Appliances,90,106,0,0
2023-04-10,West,Electronics,161,212,0,0
2023-04-10,West,Furniture,245,166,0,0
2023-04-10,West,Clothing,246,116,1,0
2023-04-10,West,Home_Appliances,193,226,0,0
2023-04-11,North,Electronics,143,171,1,0
2023-04-11,North,Furniture,134,206,0,0
2023-04-11,North,Clothing,165,208,0,0
2023-04-11,North,Home_Appliances,219,230,0,0
2023-04-11,South,Electronics,200,189,0,0
2023-04-11,South,Furniture,102,89,0,0
2023-04-11,South,Clothing,181,242,0,0
2023-04-11,South,Home_Appliances,124,147,0,0
2023-04-11,East,Electronics,71,107,0,0
2023-04-11,East,Furniture,117,129,0,0
2023-04-11,East,Clothing,140,164,0,0
2023-04-11,East,Home_Appliances,183,236,0,0
2023-04-11,West,Electronics,84,82,0,0
2023-04-11,West,Furniture,177,178,0,0
2023-04-11,West,Clothing,87,52,0,0
2023-04-11,West,Home_Appliances,146,125,0,0
2023-04-12,North,Electronics,218,240,0,0
2023-04-12,North,Furniture,220,274,0,0
2023-04-12,North,Clothing,250,145,0,0
2023-04-12,North,Home_Appliances,125,95,1,0
2023-04-12,South,Electronics,193,205,0,0
2023-04-12,South,Furniture,178,170,0,0
2023-04-12,South,Clothing,162,172,0,0
2023-04-12,South,Home_Appliances,185,268,0,0
2023-04-12,East,Electronics,190,266,0,0
2023-04-12,East,Furniture,159,246,0,0
2023-04-12,East,Clothing,110,66,0,0
2023-04-12,East,Home_Appliances,84,84,0,0
2023-04-12,West,Electronics,60,92,0,0
2023-04-12,West,Furniture,203,159,0,0
2023-04-12,West,Clothing,60,87,0,0
2023-04-12,West,Home_Appliances,75,116,0,0
2023-04-13,North,Electronics,227,175,0,0
2023-04-13,North,Furniture,169,157,0,0
2023-04-13,North,Clothing,211,266,0,0
2023-04-13,North,Home_Appliances,75,94,0,0
2023-04-13,South,Electronics,133,74,0,0
2023-04-13,South,Furniture,98,92,0,0
2023-04-13,South,Clothing,104,142,0,0
2023-04-13,South,Home_Appliances,231,341,0,0
2023-04-13,East,Electronics,233,247,0,0
2023-04-13,East,Furniture,165,188,0,0
2023-04-13,East,Clothing,198,197,1,0
2023-04-13,East,Home_Appliances,112,152,0,0
2023-04-13,West,Electronics,214,151,0,0
2023-04-13,West,Furniture,232,311,0,0
2023-04-13,West,Clothing,233,316,0,0
2023-04-13,West,Home_Appliances,89,107,0,0
2023-04-14,North,Electronics,135,136,0,0
2023-04-14,North,Furniture,78,57,0,0
2023-04-14,North,Clothing,148,130,0,0
2023-04-14,North,Home_Appliances,87,92,0,0
2023-04-14,South,Electronics,125,141,0,0
2023-04-14,South,Furniture,220,176,0,0
2023-04-14,South,Clothing,64,36,0,0
2023-04-14,South,Home_Appliances,190,286,0,0
2023-04-14,East,Electronics,125,115,0,0
2023-04-14,East,Furniture,121,81,0,0
2023-04-14,East,Clothing,233,263,1,0
2023-04-14,East,Home_Appliances,190,277,0,0
2023-04-14,West,Electronics,189,262,0,0
2023-04-14,West,Furniture,60,50,0,0
2023-04-14,West,Clothing,94,129,0,0
2023-04-14,West,Home_Appliances,163,103,1,0
2023-04-15,North,Electronics,255,396,0,0
2023-04-15,North,Furniture,197,187,0,0
2023-04-15,North,Clothing,187,131,0,0
2023-04-15,North,Home_Appliances,97,89,0,0
2023-04-15,South,Electronics,289,165,0,0
2023-04-15,South,Furniture,270,295,0,0
2023-04-15,South,Clothing,102,100,0,0
2023-04-15,South,Home_Appliances,282,386,0,0
2023-04-15,East,Electronics,139,104,0,0
2023-04-15,East,Furniture,168,120,0,0
2023-04-15,East,Clothing,257,279,0,0
2023-04-15,East,Home_Appliances,81,110,0,0
2023-04-15,West,Electronics,305,285,0,0
2023-04-15,West,Furniture,85,97,0,0
2023-04-15,West,Clothing,214,243,0,0
2023-04-15,West,Home_Appliances,214,319,0,0
2023-04-16,North,Electronics,202,174,0,0
2023-04-16,North,Furniture,182,131,0,0
2023-04-16,North,Clothing,241,272,0,0
2023-04-16,North,Home_Appliances,216,123,0,0
2023-04-16,South,Electronics,369,393,1,0
2023-04-16,South,Furniture,119,59,0,0
2023-04-16,South,Clothing,184,251,0,0
2023-04-16,South,Home_Appliances,156,171,1,0
2023-04-16,East,Electronics,262,146,0,0
2023-04-16,East,Furniture,263,142,0,0
2023-04-16,East,Clothing,122,102,0,0
2023-04-16,East,Home_Appliances,295,265,0,0
2023-04-16,West,Electronics,224,155,0,0
2023-04-16,West,Furniture,290,145,0,0
2023-04-16,West,Clothing,273,148,0,0
2023-04-16,West,Home_Appliances,181,166,0,0
2023-04-17,North,Electronics,213,282,0,0
2023-04-17,North,Furniture,187,107,0,0
2023-04-17,North,Clothing,186,187,0,0
2023-04-17,North,Home_Appliances,149,98,0,0
2023-04-17,South,Electronics,210,282,0,0
2023-04-17,South,Furniture,209,156,0,0
2023-04-17,South,Clothing,216,150,0,0
2023-04-17,South,Home_Appliances,166,249,0,0
2023-04-17,East,Electronics,97,85,0,0
2023-04-17,East,Furniture,111,120,0,0
2023-04-17,East,Clothing,57,90,0,0
2023-04-17,East,Home_Appliances,219,282,0,0
2023-04-17,West,Electronics,154,109,0,0
2023-04-17,West,Furniture,116,103,0,0
2023-04-17,West,Clothing,161,126,1,0
2023-04-17,West,Home_Appliances,150,155,0,0
2023-04-18,North,Electronics,159,179,0,0
2023-04-18,North,Furniture,140,168,0,0
2023-04-18,North,Clothing,169,158,0,0
2023-04-18,North,Home_Appliances,171,134,0,0
2023-04-18,South,Electronics,155,130,0,0
2023-04-18,South,Furniture,203,219,0,0
2023-04-18,South,Clothing,76,98,0,0
2023-04-18,South,Home_Appliances,181,145,0,0
2023-04-18,East,Electronics,105,113,0,0
2023-04-18,East,Furniture,229,310,0,0
2023-04-18,East,Clothing,223,126,0,0
2023-04-18,East,Home_Appliances,139,107,0,0
2023-04-18,West,Electronics,210,248,0,0
2023-04-18,West,Furniture,87,78,0,0
2023-04-18,West,Clothing,221,184,0,0
2023-04-18,West,Home_Appliances,66,45,0,0
2023-04-19,North,Electronics,90,134,0,0
2023-04-19,North,Furniture,231,126,0,0
2023-04-19,North,Clothing,124,76,0,0
2023-04-19,North,Home_Appliances,224,295,0,0
2023-04-19,South,Electronics,62,86,0,0
2023-04-19,South,Furniture,240,180,0,0
2023-04-19,South,Clothing,206,170,0,0
2023-04-19,South,Home_Appliances,147,124,0,0
2023-04-19,East,Electronics,175,193,0,0
2023-04-19,East,Furniture,290,235,1,0
2023-04-19,East,Clothing,61,41,0,0
2023-04-19,East,Home_Appliances,238,222,0,0
2023-04-19,West,Electronics,94,124,1,0
2023-04-19,West,Furniture,123,117,0,0
2023-04-19,West,Clothing,190,256,0,0
2023-04-19,West,Home_Appliances,125,80,0,0
2023-04-20,North,Electronics,134,104,0,0
2023-04-20,North,Furniture,112,156,0,0
2023-04-20,North,Clothing,242,158,0,0
2023-04-20,North,Home_Appliances,149,146,0,0
2023-04-20,South,Electronics,145,180,1,0
2023-04-20,South,Furniture,222,244,0,0
2023-04-20,South,Clothing,160,82,0,0
2023-04-20,South,Home_Appliances,193,164,0,0
2023-04-20,East,Electronics,328,247,1,0
2023-04-20,East,Furniture,141,107,0,0
2023-04-20,East,Clothing,121,188,0,0
2023-04-20,East,Home_Appliances,227,229,0,0
2023-04-20,West,Electronics,83,52,0,0
2023-04-20,West,Furniture,219,279,0,0
2023-04-20,West,Clothing,90,112,0,0
2023-04-20,West,Home_Appliances,239,191,0,0
2023-04-21,North,Electronics,135,176,0,0
2023-04-21,North,Furniture,115,162,0,0
2023-04-21,North,Clothing,213,191,0,0
2023-04-21,North,Home_Appliances,174,188,0,0
2023-04-21,South,Electronics,110,97,0,0
2023-04-21,South,Furniture,245,228,0,0
2023-04-21,South,Clothing,177,160,0,0
2023-04-21,South,Home_Appliances,114,67,0,0
2023-04-21,East,Electronics,130,94,0,0
2023-04-21,East,Furniture,179,95,0,0
2023-04-21,East,Clothing,85,70,0,0
2023-04-21,East,Home_Appliances,244,239,0,0
2023-04-21,West,Electronics,108,97,0,0
2023-04-21,West,Furniture,120,153,0,0
2023-04-21,West,Clothing,184,134,0,0
2023-04-21,West,Home_Appliances,142,133,0,0
2023-04-22,North,Electronics,222,112,0,0
2023-04-22,North,Furniture,118,106,0,0
2023-04-22,North,Clothing,267,399,0,0
2023-04-22,North,Home_Appliances,181,85,0,0
2023-04-22,South,Electronics,169,205,0,0
2023-04-22,South,Furniture,157,79,0,0
2023-04-22,South,Clothing,140,158,0,0
2023-04-22,South,Home_Appliances,217,178,0,0
2023-04-22,East,Electronics,242,122,0,0
2023-04-22,East,Furniture,86,94,0,0
2023-04-22,East,Clothing,205,224,0,0
2023-04-22,East,Home_Appliances,148,128,0,0
2023-04-22,West,Electronics,309,187,1,0
2023-04-22,West,Furniture,184,210,0,0
2023-04-22,West,Clothing,130,133,1,0
2023-04-22,West,Home_Appliances,91,99,0,0
2023-04-23,North,Electronics,83,75,0,0
2023-04-23,North,Furniture,280,174,1,0
2023-04-23,North,Clothing,125,95,0,0
2023-04-23,North,Home_Appliances,410,219,1,0
2023-04-23,South,Electronics,136,78,0,0
2023-04-23,South,Furniture,126,122,0,0
2023-04-23,South,Clothing,90,43,0,0
2023-04-23,South,Home_Appliances,125,127,0,0
2023-04-23,East,Electronics,224,218,0,0
2023-04-23,East,Furniture,148,171,0,0
2023-04-23,East,Clothing,228,184,0,0
2023-04-23,East,Home_Appliances,115,70,0,0
2023-04-23,West,Electronics,266,296,0,0
2023-04-23,West,Furniture,298,172,1,0
2023-04-23,West,Clothing,243,172,0,0
2023-04-23,West,Home_Appliances,80,98,0,0
2023-04-24,North,Electronics,108,91,0,0
2023-04-24,North,Furniture,158,242,0,0
2023-04-24,North,Clothing,72,110,0,0
2023-04-24,North,Home_Appliances,139,81,0,0
2023-04-24,South,Electronics,97,122,0,0
2023-04-24,South,Furniture,119,139,0,0
2023-04-24,South,Clothing,149,186,0,0
2023-04-24,South,Home_Appliances,93,98,0,0
2023-04-24,East,Electronics,217,283,0,0
2023-04-24,East,Furniture,84,115,0,0
2023-04-24,East,Clothing,176,202,0,0
2023-04-24,East,Home_Appliances,182,219,1,0
2023-04-24,West,Electronics,151,206,0,0
2023-04-24,West,Furniture,93,90,0,0
2023-04-24,West,Clothing,192,131,0,0
2023-04-24,West,Home_Appliances,134,184,0,0
2023-04-25,North,Electronics,185,125,0,0
2023-04-25,North,Furniture,78,92,0,0
2023-04-25,North,Clothing,64,95,0,0
2023-04-25,North,Home_Appliances,76,40,0,0
2023-04-25,South,Electronics,64,84,0,0
2023-04-25,South,Furniture,249,280,0,0
2023-04-25,South,Clothing,49,44,0,0
2023-04-25,South,Home_Appliances,135,208,0,0
2023-04-25,East,Electronics,154,162,0,0
2023-04-25,East,Furniture,69,70,0,0
2023-04-25,East,Clothing,163,201,0,0
2023-04-25,East,Home_Appliances,197,132,0,0
2023-04-25,West,Electronics,137,126,0,0
2023-04-25,West,Furniture,257,191,0,0
2023-04-25,West,Clothing,320,348,1,0
2023-04-25,West,Home_Appliances,94,120,0,0
2023-04-26,North,Electronics,212,256,0,0
2023-04-26,North,Furniture,160,187,0,0
2023-04-26,North,Clothing,197,113,0,0
2023-04-26,North,Home_Appliances,85,71,0,0
2023-04-26,South,Electronics,109,97,0,0
2023-04-26,South,Furniture,222,256,0,0
2023-04-26,South,Clothing,123,130,0,0
2023-04-26,South,Home_Appliances,144,216,0,0
2023-04-26,East,Electronics,93,90,0,0
2023-04-26,East,Furniture,174,181,0,0
2023-04-26,East,Clothing,240,312,0,0
2023-04-26,East,Home_Appliances,106,126,0,0
2023-04-26,West,Electronics,209,122,0,0
2023-04-26,West,Furniture,187,192,0,0
2023-04-26,West,Clothing,76,88,0,0
2023-04-26,West,Home_Appliances,232,278,0,0
2023-04-27,North,Electronics,108,128,0,0
2023-04-27,North,Furniture,86,103,0,0
2023-04-27,North,Clothing,93,84,0,0
2023-04-27,North,Home_Appliances,55,54,0,0
2023-04-27,South,Electronics,62,56,0,0
2023-04-27,South,Furniture,190,160,0,0
2023-04-27,South,Clothing,130,100,0,0
2023-04-27,South,Home_Appliances,149,75,0,0
2023-04-27,East,Electronics,191,272,0,0
2023-04-27,East,Furniture,173,78,0,0
2023-04-27,East,Clothing,140,119,0,0
2023-04-27,East,Home_Appliances,231,305,0,0
2023-04-27,West,Electronics,96,157,0,0
2023-04-27,West,Furniture,43,38,0,0
2023-04-27,West,Clothing,200,285,0,0
2023-04-27,West,Home_Appliances,187,247,0,0
2023-04-28,North,Electronics,334,322,1,0
2023-04-28,North,Furniture,112,113,0,0
2023-04-28,North,Clothing,180,187,0,0
2023-04-28,North,Home_Appliances,145,181,1,0
2023-04-28,South,Electronics,104,135,1,0
2023-04-28,South,Furniture,73,82,0,0
2023-04-28,South,Clothing,182,281,0,0
2023-04-28,South,Home_Appliances,153,218,0,0
2023-04-28,East,Electronics,58,62,0,0
2023-04-28,East,Furniture,240,286,0,0
2023-04-28,East,Clothing,196,125,0,0
2023-04-28,East,Home_Appliances,170,231,0,0
2023-04-28,West,Electronics,44,67,0,0
2023-04-28,West,Furniture,143,185,0,0
2023-04-28,West,Clothing,192,268,0,0
2023-04-28,West,Home_Appliances,105,105,0,0
2023-04-29,North,Electronics,231,209,0,0
2023-04-29,North,Furniture,114,94,0,0
2023-04-29,North,Clothing,125,144,0,0
2023-04-29,North,Home_Appliances,283,331,0,0
2023-04-29,South,Electronics,298,234,0,0
2023-04-29,South,Furniture,136,154,0,0
2023-04-29,South,Clothing,214,234,1,0
2023-04-29,South,Home_Appliances,215,278,0,0
2023-04-29,East,Electronics,385,265,1,0
2023-04-29,East,Furniture,263,136,0,0
2023-04-29,East,Clothing,84,114,0,0
2023-04-29,East,Home_Appliances,81,52,0,0
2023-04-29,West,Electronics,76,67,0,0
2023-04-29,West,Furniture,116,92,0,0
2023-04-29,West,Clothing,256,190,1,0
2023-04-29,West,Home_Appliances,114,99,0,0
2023-04-30,North,Electronics,216,252,0,0
2023-04-30,North,Furniture,184,231,0,0
2023-04-30,North,Clothing,126,125,0,0
2023-04-30,North,Home_Appliances,217,172,0,0
2023-04-30,South,Electronics,291,386,0,0
2023-04-30,South,Furniture,206,225,1,0
2023-04-30,South,Clothing,192,232,0,0
2023-04-30,South,Home_Appliances,142,115,0,0
2023-04-30,East,Electronics,158,205,0,0
2023-04-30,East,Furniture,238,333,0,0
2023-04-30,East,Clothing,104,79,0,0
2023-04-30,East,Home_Appliances,89,103,0,0
2023-04-30,West,Electronics,128,115,0,0
2023-04-30,West,Furniture,156,126,0,0
2023-04-30,West,Clothing,134,92,0,0
2023-04-30,West,Home_Appliances,101,121,0,0
2023-05-01,North,Electronics,212,110,0,0
2023-05-01,North,Furniture,169,246,0,0
2023-05-01,North,Clothing,195,217,0,0
2023-05-01,North,Home_Appliances,196,217,0,0
2023-05-01,South,Electronics,190,225,0,0
2023-05-01,South,Furniture,147,200,0,0
2023-05-01,South,Clothing,61,94,0,0
2023-05-01,South,Home_Appliances,72,62,0,0
2023-05-01,East,Electronics,215,275,0,0
2023-05-01,East,Furniture,151,124,0,0
2023-05-01,East,Clothing,211,219,0,0
2023-05-01,East,Home_Appliances,223,198,0,0
2023-05-01,West,Electronics,144,112,0,0
2023-05-01,West,Furniture,235,117,0,0
2023-05-01,West,Clothing,323,405,1,0
2023-05-01,West,Home_Appliances,120,180,0,0
2023-05-02,North,Electronics,85,105,0,0
2023-05-02,North,Furniture,197,251,0,0
2023-05-02,North,Clothing,146,120,0,0
2023-05-02,North,Home_Appliances,53,37,0,0
2023-05-02,South,Electronics,120,70,0,0
2023-05-02,South,Furniture,62,88,0,0
2023-05-02,South,Clothing,155,187,0,0
2023-05-02,South,Home_Appliances,135,171,0,0
2023-05-02,East,Electronics,83,93,0,0
2023-05-02,East,Furniture,183,213,0,0
2023-05-02,East,Clothing,142,197,0,0
2023-05-02,East,Home_Appliances,88,90,0,0
2023-05-02,West,Electronics,109,124,0,0
2023-05-02,West,Furniture,309,320,1,0
2023-05-02,West,Clothing,171,192,0,0
2023-05-02,West,Home_Appliances,133,133,0,0
2023-05-03,North,Electronics,113,108,0,0
2023-05-03,North,Furniture,128,193,0,0
2023-05-03,North,Clothing,70,32,0,0
2023-05-03,North,Home_Appliances,180,253,0,0
2023-05-03,South,Electronics,70,64,0,0
2023-05-03,South,Furniture,69,45,0,0
2023-05-03,South,Clothing,98,149,0,0
2023-05-03,South,Home_Appliances,338,377,1,0
2023-05-03,East,Electronics,155,231,0,0
2023-05-03,East,Furniture,95,141,0,0
2023-05-03,East,Clothing,199,259,0,0
2023-05-03,East,Home_Appliances,82,49,0,0
2023-05-03,West,Electronics,47,87,0,0
2023-05-03,West,Furniture,127,100,0,0
2023-05-03,West,Clothing,202,202,0,0
2023-05-03,West,Home_Appliances,103,136,0,0
2023-05-04,North,Electronics,165,181,0,0
2023-05-04,North,Furniture,220,163,0,0
2023-05-04,North,Clothing,93,52,0,0
2023-05-04,North,Home_Appliances,170,215,0,0
2023-05-04,South,Electronics,211,198,0,0
2023-05-04,South,Furniture,209,281,0,0
2023-05-04,South,Clothing,144,185,0,0
2023-05-04,South,Home_Appliances,73,45,0,0
2023-05-04,East,Electronics,125,129,1,0
2023-05-04,East,Furniture,248,171,0,0
2023-05-04,East,Clothing,156,210,0,0
2023-05-04,East,Home_Appliances,201,279,0,0
2023-05-04,West,Electronics,43,59,0,0
2023-05-04,West,Furniture,346,417,1,0
2023-05-04,West,Clothing,187,192,0,0
2023-05-04,West,Home_Appliances,230,311,0,0
2023-05-05,North,Electronics,74,66,0,0
2023-05-05,North,Furniture,198,125,0,0
2023-05-05,North,Clothing,224,330,1,0
2023-05-05,North,Home_Appliances,173,91,0,0
2023-05-05,South,Electronics,163,128,0,0
2023-05-05,South,Furniture,194,184,0,0
2023-05-05,South,Clothing,131,151,0,0
2023-05-05,South,Home_Appliances,65,83,0,0
2023-05-05,East,Electronics,56,75,0,0
2023-05-05,East,Furniture,131,105,0,0
2023-05-05,East,Clothing,97,119,0,0
2023-05-05,East,Home_Appliances,170,206,0,0
2023-05-05,West,Electronics,107,61,1,0
2023-05-05,West,Furniture,199,241,0,0
2023-05-05,West,Clothing,154,133,0,0
2023-05-05,West,Home_Appliances,89,61,0,0
2023-05-06,North,Electronics,123,93,0,0
2023-05-06,North,Furniture,114,159,0,0
2023-05-06,North,Clothing,219,314,0,0
2023-05-06,North,Home_Appliances,258,400,0,0
2023-05-06,South,Electronics,89,142,0,0
2023-05-06,South,Furniture,179,224,0,0
2023-05-06,South,Clothing,197,157,0,0
2023-05-06,South,Home_Appliances,141,163,0,0
2023-05-06,East,Electronics,192,146,0,0
2023-05-06,East,Furniture,209,280,0,0
2023-05-06,East,Clothing,288,258,0,0
2023-05-06,East,Home_Appliances,159,206,0,0
2023-05-06,West,Electronics,245,323,0,0
2023-05-06,West,Furniture,183,191,0,0
2023-05-06,West,Clothing,171,203,0,0
2023-05-06,West,Home_Appliances,193,265,0,0
2023-05-07,North,Electronics,199,214,1,0
2023-05-07,North,Furniture,223,255,1,0
2023-05-07,North,Clothing,243,313,0,0
2023-05-07,North,Home_Appliances,145,77,0,0
2023-05-07,South,Electronics,175,225,0,0
2023-05-07,South,Furniture,108,100,0,0
2023-05-07,South,Clothing,224,264,0,0
2023-05-07,South,Home_Appliances,115,160,0,0
2023-05-07,East,Electronics,243,285,0,0
2023-05-07,East,Furniture,288,164,0,0
2023-05-07,East,Clothing,188,100,0,0
2023-05-07,East,Home_Appliances,104,119,0,0
2023-05-07,West,Electronics,266,281,0,0
2023-05-07,West,Furniture,182,229,0,0
2023-05-07,West,Clothing,188,247,0,0
2023-05-07,West,Home_Appliances,217,115,0,0
2023-05-08,North,Electronics,126,178,1,0
2023-05-08,North,Furniture,139,207,0,0
2023-05-08,North,Clothing,127,142,0,0
2023-05-08,North,Home_Appliances,139,127,0,0
2023-05-08,South,Electronics,217,187,0,0
2023-05-08,South,Furniture,176,186,0,0
2023-05-08,South,Clothing,218,235,0,0
2023-05-08,South,Home_Appliances,81,82,0,0
2023-05-08,East,Electronics,341,420,1,0
2023-05-08,East,Furniture,156,138,0,0
2023-05-08,East,Clothing,235,223,0,0
2023-05-08,East,Home_Appliances,159,101,0,0
2023-05-08,West,Electronics,126,165,0,0
2023-05-08,West,Furniture,151,141,0,0
2023-05-08,West,Clothing,170,155,0,0
2023-05-08,West,Home_Appliances,136,141,0,0
2023-05-09,North,Electronics,221,214,1,0
2023-05-09,North,Furniture,116,75,0,0
2023-05-09,North,Clothing,191,255,0,0
2023-05-09,North,Home_Appliances,296,246,1,0
2023-05-09,South,Electronics,135,102,0,0
2023-05-09,South,Furniture,85,73,0,0
2023-05-09,South,Clothing,188,273,1,0
2023-05-09,South,Home_Appliances,88,63,0,0
2023-05-09,East,Electronics,213,269,0,0
2023-05-09,East,Furniture,121,116,0,0
2023-05-09,East,Clothing,151,216,0,0
2023-05-09,East,Home_Appliances,142,206,0,0
2023-05-09,West,Electronics,119,155,0,0
2023-05-09,West,Furniture,159,234,0,0
2023-05-09,West,Clothing,96,52,0,0
2023-05-09,West,Home_Appliances,153,151,0,0
2023-05-10,North,Electronics,221,185,0,0
2023-05-10,North,Furniture,190,119,0,0
2023-05-10,North,Clothing,110,66,0,0
2023-05-10,North,Home_Appliances,326,468,1,0
2023-05-10,South,Electronics,149,190,0,0
2023-05-10,South,Furniture,85,50,0,0
2023-05-10,South,Clothing,78,41,0,0
2023-05-10,South,Home_Appliances,238,252,1,0
2023-05-10,East,Electronics,96,98,0,0
