Date,Region,Category,Sales,Inventory,Promo_Flag,Holiday_Flag,Year,Month,Day,DayOfWeek,Quarter,IsLocalHoliday,Sales_Lag_1,Sales_Lag_7,Sales_Lag_30,Sales_Rolling_Mean_7,Sales_Rolling_Mean_30,Sales_Rolling_Std_7
2024-02-05,East,Clothing,82,111,0,0,2024,2,5,0,1,0,273.0,299.0,284.0,177.28571428571428,180.66666666666666,69.27172170930501
2024-02-06,East,Clothing,251,224,0,0,2024,2,6,1,1,0,82.0,201.0,107.0,184.42857142857142,185.46666666666667,74.50471381699516
2024-02-07,East,Clothing,199,170,0,0,2024,2,7,2,1,0,251.0,139.0,92.0,193.0,189.03333333333333,71.80993431738142
2024-02-08,East,Clothing,116,100,0,0,2024,2,8,3,1,0,199.0,116.0,212.0,193.0,185.83333333333334,71.80993431738142
2024-02-09,East,Clothing,229,142,0,0,2024,2,9,4,1,0,116.0,184.0,162.0,199.42857142857142,188.06666666666666,72.87628133317689
2024-02-10,East,Clothing,308,260,0,0,2024,2,10,5,1,0,229.0,246.0,134.0,208.28571428571428,193.86666666666667,82.59885851857392
2024-02-11,East,Clothing,333,413,0,0,2024,2,11,6,1,0,308.0,273.0,128.0,216.85714285714286,200.7,92.903944249654
2024-02-12,East,Clothing,77,86,0,0,2024,2,12,0,1,0,333.0,82.0,175.0,216.14285714285714,197.43333333333334,94.12479052022455
2024-02-13,East,Clothing,151,215,0,0,2024,2,13,1,1,0,77.0,251.0,382.0,201.85714285714286,189.73333333333332,95.53084767310934
2024-02-14,East,Clothing,165,115,0,0,2024,2,14,2,1,0,151.0,199.0,84.0,197.0,192.43333333333334,96.55913559403187
2024-02-15,East,Clothing,172,153,0,0,2024,2,15,3,1,0,165.0,116.0,145.0,205.0,193.33333333333334,90.88270829297853
2024-02-16,East,Clothing,164,226,0,0,2024,2,16,4,1,0,172.0,229.0,127.0,195.71428571428572,194.56666666666666,91.34132742213713
2024-02-17,East,Clothing,321,247,0,0,2024,2,17,5,1,0,164.0,308.0,211.0,197.57142857142858,198.23333333333332,94.09544293403559
2024-02-18,East,Clothing,132,114,0,0,2024,2,18,6,1,0,321.0,333.0,254.0,168.85714285714286,194.16666666666666,74.51046586761821
2024-02-19,East,Clothing,267,346,0,0,2024,2,19,0,1,0,132.0,77.0,117.0,196.0,199.16666666666666,69.93806784100703
2024-02-20,East,Clothing,90,123,0,0,2024,2,20,1,1,0,267.0,151.0,229.0,187.28571428571428,194.53333333333333,79.6109588053349
2024-02-21,East,Clothing,197,251,0,0,2024,2,21,2,1,0,90.0,165.0,173.0,191.85714285714286,195.33333333333334,79.03465183371253
2024-02-22,East,Clothing,91,120,0,0,2024,2,22,3,1,0,197.0,172.0,137.0,180.28571428571428,193.8,87.8629885782673
2024-02-23,East,Clothing,253,133,0,0,2024,2,23,4,1,0,91.0,164.0,187.0,193.0,196.0,91.47859494621297
2024-02-24,East,Clothing,221,294,0,0,2024,2,24,5,1,0,253.0,321.0,127.0,178.71428571428572,199.13333333333333,74.36557063075672
2024-02-25,East,Clothing,277,243,0,0,2024,2,25,6,1,0,221.0,132.0,237.0,199.42857142857142,200.46666666666667,79.22090873596659
2024-02-26,East,Clothing,290,268,1,0,2024,2,26,0,1,0,277.0,267.0,149.0,202.71428571428572,205.16666666666666,82.88287777684481
2024-02-27,East,Clothing,238,186,0,0,2024,2,27,1,1,0,290.0,90.0,311.0,223.85714285714286,202.73333333333332,66.61938799736016
2024-02-28,East,Clothing,60,49,0,0,2024,2,28,2,1,0,238.0,197.0,299.0,204.28571428571428,194.76666666666668,91.35592351842723
2024-02-29,East,Clothing,134,185,0,0,2024,2,29,3,1,0,60.0,91.0,201.0,210.42857142857142,192.53333333333333,83.58400393786886
2024-03-01,East,Clothing,157,169,1,0,2024,3,1,4,1,0,134.0,253.0,139.0,196.71428571428572,193.13333333333333,83.3100919971368
2024-03-02,East,Clothing,324,281,0,0,2024,3,2,5,1,0,157.0,221.0,116.0,211.42857142857142,200.06666666666666,96.38439905374908
2024-03-03,East,Clothing,351,463,0,0,2024,3,3,6,1,0,324.0,277.0,184.0,222.0,205.63333333333333,108.11876186243823
2024-03-04,East,Clothing,150,180,0,0,2024,3,4,0,1,0,351.0,290.0,246.0,202.0,202.43333333333334,106.37825592353589
2024-03-05,East,Clothing,139,141,0,0,2024,3,5,1,1,0,150.0,238.0,273.0,187.85714285714286,197.96666666666667,107.37074178041317
2024-03-06,East,Clothing,142,147,0,0,2024,3,6,2,1,0,139.0,60.0,82.0,199.57142857142858,199.96666666666667,94.83820809297107
2024-03-07,East,Clothing,362,264,1,0,2024,3,7,3,1,0,142.0,134.0,251.0,232.14285714285714,203.66666666666666,106.94457843735145
2024-03-08,East,Clothing,179,176,0,0,2024,3,8,4,1,0,362.0,157.0,199.0,235.28571428571428,203.0,104.66727327698021
2024-03-09,East,Clothing,253,316,0,0,2024,3,9,5,1,0,179.0,324.0,116.0,225.14285714285714,207.56666666666666,97.85606533991384
2024-03-10,East,Clothing,321,329,0,0,2024,3,10,6,1,0,253.0,351.0,229.0,220.85714285714286,210.63333333333333,91.90108554206249
2024-03-11,East,Clothing,150,190,0,0,2024,3,11,0,1,0,321.0,150.0,308.0,220.85714285714286,205.36666666666667,91.90108554206249
2024-03-12,East,Clothing,176,231,0,0,2024,3,12,1,1,0,150.0,139.0,333.0,226.14285714285714,200.13333333333333,87.36022850135802
2024-03-13,East,Clothing,281,368,0,0,2024,3,13,2,1,0,176.0,142.0,77.0,246.0,206.93333333333334,80.5812219647561
2024-03-14,East,Clothing,113,134,0,0,2024,3,14,3,1,0,281.0,362.0,151.0,210.42857142857142,205.66666666666666,75.64799433969822
2024-03-15,East,Clothing,71,81,0,0,2024,3,15,4,1,0,113.0,179.0,165.0,195.0,202.53333333333333,92.30565168684582
2024-03-16,East,Clothing,132,136,0,0,2024,3,16,5,1,0,71.0,253.0,172.0,177.71428571428572,201.2,90.95367737794555
2024-03-17,East,Clothing,274,392,0,0,2024,3,17,6,1,0,132.0,321.0,164.0,171.0,204.86666666666667,79.64504588066548
2024-03-18,East,Clothing,107,164,0,0,2024,3,18,0,1,0,274.0,150.0,321.0,164.85714285714286,197.73333333333332,83.11724364099285
2024-03-19,East,Clothing,148,215,0,0,2024,3,19,1,1,0,107.0,176.0,132.0,160.85714285714286,198.26666666666668,83.16535450820953
2024-03-20,East,Clothing,97,75,0,0,2024,3,20,2,1,0,148.0,281.0,267.0,134.57142857142858,192.6,66.2139389727397
2024-03-21,East,Clothing,188,267,0,0,2024,3,21,3,1,0,97.0,113.0,90.0,145.28571428571428,195.86666666666667,68.18043288635977
2024-03-22,East,Clothing,196,191,0,0,2024,3,22,4,1,0,188.0,71.0,197.0,163.14285714285714,195.83333333333334,61.52622359999164
2024-03-23,East,Clothing,254,344,0,0,2024,3,23,5,1,0,196.0,132.0,91.0,180.57142857142858,201.26666666666668,68.15633289934024
2024-03-24,East,Clothing,158,109,0,0,2024,3,24,6,1,0,254.0,274.0,253.0,164.0,198.1,54.35991169970733
2024-03-25,East,Clothing,169,162,0,0,2024,3,25,0,1,0,158.0,107.0,221.0,172.85714285714286,196.36666666666667,48.23010322550464
2024-03-26,East,Clothing,118,153,0,0,2024,3,26,1,1,0,169.0,148.0,277.0,168.57142857142858,191.06666666666666,51.99313141450216
2024-03-27,East,Clothing,141,179,0,0,2024,3,27,2,1,0,118.0,97.0,290.0,174.85714285714286,186.1,43.93339114094009
2024-03-28,East,Clothing,185,131,0,0,2024,3,28,3,1,0,141.0,188.0,238.0,174.42857142857142,184.33333333333334,43.79823871214104
2024-03-29,East,Clothing,103,64,0,0,2024,3,29,4,1,0,185.0,196.0,60.0,161.14285714285714,185.76666666666668,49.85120717839074
2024-03-30,East,Clothing,144,185,0,0,2024,3,30,5,1,0,103.0,254.0,134.0,145.42857142857142,186.1,28.44208819605839
2024-03-31,East,Clothing,226,173,0,0,2024,3,31,6,1,0,144.0,158.0,157.0,155.14285714285714,188.4,41.886467868228884
2024-04-01,East,Clothing,90,99,0,0,2024,4,1,0,2,0,226.0,169.0,324.0,143.85714285714286,180.6,47.76131130049552
2024-04-02,East,Clothing,246,308,1,0,2024,4,2,1,2,0,90.0,118.0,351.0,162.14285714285714,177.1,59.31674460450581
2024-04-03,East,Clothing,150,152,0,0,2024,4,3,2,2,0,246.0,141.0,150.0,163.42857142857142,177.1,58.878001389475045
2024-04-04,East,Clothing,101,101,0,0,2024,4,4,3,2,0,150.0,185.0,139.0,151.42857142857142,175.83333333333334,62.214299382208175
2024-04-05,East,Clothing,142,73,0,0,2024,4,5,4,2,0,101.0,103.0,142.0,157.0,175.83333333333334,58.807595881257654
2024-04-06,East,Clothing,113,150,0,0,2024,4,6,5,2,0,142.0,144.0,362.0,152.57142857142858,167.53333333333333,61.07333608828293
2024-04-07,East,Clothing,312,182,0,0,2024,4,7,6,2,0,113.0,226.0,179.0,164.85714285714286,171.96666666666667,83.01491546990918
2024-04-08,East,Clothing,91,104,0,0,2024,4,8,0,2,0,312.0,90.0,253.0,165.0,166.56666666666666,82.86535263104022
2024-04-09,East,Clothing,192,212,0,0,2024,4,9,1,2,0,91.0,246.0,321.0,157.28571428571428,162.26666666666668,76.32324741019656
2024-04-10,East,Clothing,241,163,0,0,2024,4,10,2,2,0,192.0,150.0,150.0,170.28571428571428,165.3,82.384695758606
2024-04-11,East,Clothing,198,283,0,0,2024,4,11,3,2,0,241.0,101.0,176.0,184.14285714285714,166.03333333333333,76.7537807351718
2024-04-12,East,Clothing,139,148,0,0,2024,4,12,4,2,0,198.0,142.0,281.0,183.71428571428572,161.3,77.03616961253591
2024-04-13,East,Clothing,228,155,0,0,2024,4,13,5,2,0,139.0,113.0,113.0,200.14285714285714,165.13333333333333,71.5062434836485
2024-04-14,East,Clothing,136,160,0,0,2024,4,14,6,2,0,228.0,312.0,71.0,175.0,167.3,54.5527267879432
2024-04-15,East,Clothing,251,308,0,0,2024,4,15,0,2,0,136.0,91.0,132.0,197.85714285714286,171.26666666666668,46.401970401512315
2024-04-16,East,Clothing,225,332,0,0,2024,4,16,1,2,0,251.0,192.0,274.0,202.57142857142858,169.63333333333333,47.37389274997022
2024-04-17,East,Clothing,133,128,0,0,2024,4,17,2,2,0,225.0,241.0,107.0,187.14285714285714,170.5,50.27069580921702
2024-04-18,East,Clothing,96,69,0,0,2024,4,18,3,2,0,133.0,198.0,148.0,172.57142857142858,168.76666666666668,60.36791957890957
2024-04-19,East,Clothing,156,121,0,0,2024,4,19,4,2,0,96.0,139.0,97.0,175.0,170.73333333333332,59.121344143492806
2024-04-20,East,Clothing,237,320,0,0,2024,4,20,5,2,0,156.0,228.0,188.0,176.28571428571428,172.36666666666667,60.54671553358397
2024-04-21,East,Clothing,299,285,0,0,2024,4,21,6,2,0,237.0,136.0,196.0,199.57142857142858,175.8,72.61280222948989
2024-04-22,East,Clothing,245,369,0,0,2024,4,22,0,2,0,299.0,251.0,254.0,198.71428571428572,175.5,71.93681089612416
2024-04-23,East,Clothing,313,180,1,0,2024,4,23,1,2,0,245.0,225.0,158.0,211.28571428571428,180.66666666666666,83.97760472434335
2024-04-24,East,Clothing,288,181,0,0,2024,4,24,2,2,0,313.0,133.0,169.0,233.42857142857142,184.63333333333333,80.24723700925159
2024-04-25,East,Clothing,94,96,0,0,2024,4,25,3,2,0,288.0,96.0,118.0,233.14285714285714,183.83333333333334,80.81961101001089
2024-04-26,East,Clothing,226,286,0,0,2024,4,26,4,2,0,94.0,156.0,141.0,243.14285714285714,186.66666666666666,73.70081087620046
2024-04-27,East,Clothing,239,159,0,0,2024,4,27,5,2,0,226.0,237.0,185.0,243.42857142857142,188.46666666666667,73.6769008189518
2024-04-28,East,Clothing,263,336,0,0,2024,4,28,6,2,0,239.0,299.0,103.0,238.28571428571428,193.8,70.33186638054883
2024-04-29,East,Clothing,277,150,0,0,2024,4,29,0,2,0,263.0,245.0,144.0,242.85714285714286,198.23333333333332,71.86429009234097
2024-04-30,East,Clothing,226,140,0,0,2024,4,30,1,2,0,277.0,313.0,226.0,230.42857142857142,198.23333333333332,64.89698797031336
2024-05-01,East,Clothing,210,224,0,0,2024,5,1,2,2,0,226.0,288.0,90.0,219.28571428571428,202.23333333333332,59.865722762735565
2024-05-02,East,Clothing,179,201,0,0,2024,5,2,3,2,0,210.0,94.0,246.0,231.42857142857142,200.0,32.6540305978552
2024-05-03,East,Clothing,141,119,0,0,2024,5,3,4,2,0,179.0,226.0,150.0,219.28571428571428,199.7,47.45775063399074
2024-05-04,East,Clothing,411,388,1,0,2024,5,4,5,2,0,141.0,239.0,101.0,243.85714285714286,210.03333333333333,87.22849032173758
2024-05-05,East,Clothing,99,96,0,0,2024,5,5,6,2,0,411.0,263.0,142.0,220.42857142857142,208.6,102.00303450201372
2024-05-06,East,Clothing,159,226,0,0,2024,5,6,0,2,0,99.0,277.0,113.0,203.57142857142858,210.13333333333333,100.8395708421005
2024-05-07,East,Clothing,77,85,0,0,2024,5,7,1,2,0,159.0,226.0,312.0,182.28571428571428,202.3,110.57232065593116
2024-05-08,East,Clothing,159,150,0,0,2024,5,8,2,2,0,77.0,210.0,91.0,175.0,204.56666666666666,110.12114541116358
2024-05-09,East,Clothing,242,148,0,0,2024,5,9,3,2,0,159.0,179.0,192.0,184.0,206.23333333333332,113.03834157783203
2024-05-10,East,Clothing,78,49,0,0,2024,5,10,4,2,0,242.0,141.0,241.0,175.0,200.8,119.3635902051653
2024-05-11,East,Clothing,199,145,1,0,2024,5,11,5,2,0,78.0,411.0,198.0,144.71428571428572,200.83333333333334,63.17360811212812
2024-05-12,East,Clothing,238,290,0,0,2024,5,12,6,2,0,199.0,99.0,139.0,164.57142857142858,204.13333333333333,68.06579450026534
2024-05-13,East,Clothing,204,224,0,0,2024,5,13,0,2,0,238.0,159.0,228.0,171.0,203.33333333333334,69.56052520407415
2024-05-14,East,Clothing,77,80,0,0,2024,5,14,1,2,0,204.0,77.0,136.0,171.0,201.36666666666667,69.56052520407415
2024-05-15,East,Clothing,180,175,0,0,2024,5,15,2,2,0,77.0,159.0,251.0,174.0,199.0,69.40941338656187
2024-05-16,East,Clothing,55,72,0,0,2024,5,16,3,2,0,180.0,242.0,225.0,147.28571428571428,193.33333333333334,74.66305263362464
2024-05-17,East,Clothing,185,164,0,0,2024,5,17,4,2,0,55.0,78.0,133.0,162.57142857142858,195.06666666666666,68.84004925152475
2024-05-18,East,Clothing,192,260,0,0,2024,5,18,5,2,0,185.0,199.0,96.0,161.57142857142858,198.26666666666668,68.27116800635794
2024-05-19,East,Clothing,292,407,0,0,2024,5,19,6,2,0,192.0,238.0,156.0,169.28571428571428,202.8,80.33204899190649
2024-05-20,East,Clothing,91,99,0,0,2024,5,20,0,2,0,292.0,204.0,237.0,153.14285714285714,197.93333333333334,83.48538509110142
2024-05-21,East,Clothing,208,243,0,0,2024,5,21,1,2,0,91.0,77.0,299.0,171.85714285714286,194.9,78.07993462136199
2024-05-22,East,Clothing,128,118,0,0,2024,5,22,2,2,0,208.0,180.0,245.0,164.42857142857142,191.0,79.63428311737992
2024-05-23,East,Clothing,211,107,0,0,2024,5,23,3,2,0,128.0,55.0,313.0,186.71428571428572,187.6,64.24877245445806
2024-05-24,East,Clothing,210,185,0,0,2024,5,24,4,2,0,211.0,185.0,288.0,190.28571428571428,185.0,64.82981383518486
2024-05-25,East,Clothing,221,150,0,0,2024,5,25,5,2,0,210.0,192.0,94.0,194.42857142857142,189.23333333333332,65.87578498673858
2024-05-26,East,Clothing,157,128,1,0,2024,5,26,6,2,0,221.0,292.0,226.0,175.14285714285714,186.93333333333334,50.52203668179027
2024-05-27,East,Clothing,187,260,0,0,2024,5,27,0,2,0,157.0,91.0,239.0,188.85714285714286,185.2,34.29979869439697
2024-05-28,East,Clothing,145,118,0,0,2024,5,28,1,2,0,187.0,208.0,263.0,179.85714285714286,181.26666666666668,36.62616811073962
2024-05-29,East,Clothing,230,196,1,0,2024,5,29,2,2,0,145.0,128.0,277.0,194.42857142857142,179.7,32.62850054199566
2024-05-30,East,Clothing,89,85,0,0,2024,5,30,3,2,0,230.0,211.0,226.0,177.0,175.13333333333333,50.16971197844343
2024-05-31,East,Clothing,221,238,0,0,2024,5,31,4,2,0,89.0,210.0,210.0,178.57142857142858,175.5,51.529464525508935
2024-06-01,East,Clothing,247,326,0,0,2024,6,1,5,2,0,221.0,221.0,179.0,182.28571428571428,177.76666666666668,55.853123713641985
2024-06-02,East,Clothing,295,439,1,0,2024,6,2,6,2,0,247.0,157.0,141.0,202.0,182.9,68.38859554048437
2024-06-03,East,Clothing,118,131,0,0,2024,6,3,0,2,0,295.0,187.0,411.0,192.14285714285714,173.13333333333333,75.51253443728942
2024-06-04,East,Clothing,124,91,0,0,2024,6,4,1,2,0,118.0,145.0,99.0,189.14285714285714,173.96666666666667,78.07139589595424
2024-06-05,East,Clothing,85,57,1,0,2024,6,5,2,2,0,124.0,230.0,159.0,168.42857142857142,171.5,84.40350929287452
2024-06-06,East,Clothing,233,319,0,0,2024,6,6,3,2,0,85.0,89.0,77.0,189.0,176.7,79.20648121629083
2024-06-07,East,Clothing,90,60,0,0,2024,6,7,4,2,0,233.0,221.0,159.0,170.28571428571428,174.4,85.60318196133095
2024-06-08,East,Clothing,282,319,1,0,2024,6,8,5,2,0,90.0,247.0,242.0,175.28571428571428,175.73333333333332,91.64008272532676
2024-06-09,East,Clothing,71,79,0,0,2024,6,9,6,2,0,282.0,295.0,78.0,143.28571428571428,175.5,81.40785032930229
2024-06-10,East,Clothing,110,95,0,0,2024,6,10,0,2,0,71.0,118.0,199.0,142.14285714285714,172.53333333333333,81.87679478221844
2024-06-11,East,Clothing,62,34,0,0,2024,6,11,1,2,0,110.0,124.0,238.0,133.28571428571428,166.66666666666666,87.33787701739008
2024-06-12,East,Clothing,118,60,0,0,2024,6,12,2,2,0,62.0,85.0,204.0,138.0,163.8,85.16063253248724
2024-06-13,East,Clothing,148,182,0,0,2024,6,13,3,2,0,118.0,233.0,77.0,125.85714285714286,166.16666666666666,74.78508891356297
2024-06-14,East,Clothing,235,120,0,0,2024,6,14,4,2,0,148.0,90.0,180.0,146.57142857142858,168.0,82.84494984177189
2024-06-15,East,Clothing,203,144,0,0,2024,6,15,5,2,0,235.0,282.0,55.0,135.28571428571428,172.93333333333334,64.71917357763016
2024-06-16,East,Clothing,385,524,1,0,2024,6,16,6,2,0,203.0,71.0,185.0,180.14285714285714,179.6,107.44832645110311
2024-06-17,East,Clothing,102,116,0,0,2024,6,17,0,2,0,385.0,110.0,192.0,179.0,176.6,108.35743321680013
2024-06-18,East,Clothing,186,157,0,0,2024,6,18,1,2,0,102.0,62.0,292.0,196.71428571428572,173.06666666666666,95.40390328442919
2024-06-19,East,Clothing,123,114,0,0,2024,6,19,2,2,0,186.0,118.0,91.0,197.42857142857142,174.13333333333333,94.73270667665771
2024-06-20,East,Clothing,213,135,0,0,2024,6,20,3,2,0,123.0,148.0,208.0,206.71428571428572,174.3,92.23288330039733
2024-06-21,East,Clothing,85,57,0,0,2024,6,21,4,2,0,213.0,235.0,128.0,185.28571428571428,172.86666666666667,101.52292727214244
2024-06-22,East,Clothing,107,72,0,0,2024,6,22,5,2,0,85.0,203.0,211.0,171.57142857142858,169.4,105.15045909371491
2024-06-23,East,Clothing,213,135,0,0,2024,6,23,6,2,0,107.0,385.0,210.0,147.0,169.5,55.19359866264665
2024-06-24,East,Clothing,238,234,0,0,2024,6,24,0,2,0,213.0,102.0,221.0,166.42857142857142,170.06666666666666,60.403799943538445
2024-06-25,East,Clothing,123,174,0,0,2024,6,25,1,2,0,238.0,186.0,157.0,157.42857142857142,168.93333333333334,61.681594074886064
2024-06-26,East,Clothing,103,114,0,0,2024,6,26,2,2,0,123.0,123.0,187.0,154.57142857142858,166.13333333333333,63.96315903929142
2024-06-27,East,Clothing,192,112,0,0,2024,6,27,3,2,0,103.0,213.0,145.0,151.57142857142858,167.7,61.19873948281687
2024-06-28,East,Clothing,167,96,0,0,2024,6,28,4,2,0,192.0,85.0,230.0,163.28571428571428,165.6,53.72372004280851
2024-06-29,East,Clothing,180,161,0,0,2024,6,29,5,2,0,167.0,107.0,89.0,173.71428571428572,168.63333333333333,47.72740053580048
2024-06-30,East,Clothing,276,331,0,0,2024,6,30,6,2,0,180.0,213.0,221.0,182.71428571428572,170.46666666666667,60.579738872866756
2024-07-01,East,Clothing,92,106,0,0,2024,7,1,0,3,0,276.0,238.0,247.0,161.85714285714286,165.3,63.43875937056272
2024-07-02,East,Clothing,217,170,1,0,2024,7,2,1,3,0,92.0,123.0,295.0,175.28571428571428,162.7,63.79057998825578
2024-07-03,East,Clothing,225,132,0,0,2024,7,3,2,3,0,217.0,103.0,118.0,192.71428571428572,166.26666666666668,57.06053594126783
2024-07-04,East,Clothing,219,231,0,0,2024,7,4,3,3,0,225.0,192.0,124.0,196.57142857142858,169.43333333333334,57.910439884523434
2024-07-05,East,Clothing,154,211,1,0,2024,7,5,4,3,0,219.0,167.0,85.0,194.71428571428572,171.73333333333332,59.210681147109916
2024-07-06,East,Clothing,75,61,0,0,2024,7,6,5,3,0,154.0,180.0,233.0,179.71428571428572,166.46666666666667,74.80578027067645
2024-07-07,East,Clothing,237,301,0,0,2024,7,7,6,3,0,75.0,276.0,90.0,174.14285714285714,171.36666666666667,67.53870142722731
2024-07-08,East,Clothing,145,77,0,0,2024,7,8,0,3,0,237.0,92.0,282.0,181.71428571428572,166.8,59.25851355350884
2024-07-09,East,Clothing,201,268,0,0,2024,7,9,1,3,0,145.0,217.0,71.0,179.42857142857142,171.13333333333333,57.96509622999296
2024-07-10,East,Clothing,121,118,0,0,2024,7,10,2,3,0,201.0,225.0,110.0,164.57142857142858,171.5,57.665290377190374
2024-07-11,East,Clothing,338,281,1,0,2024,7,11,3,3,0,121.0,219.0,62.0,181.57142857142858,180.7,86.64459425887847
2024-07-12,East,Clothing,88,69,0,0,2024,7,12,4,3,0,338.0,154.0,118.0,172.14285714285714,179.7,93.46733577642418
2024-07-13,East,Clothing,63,88,0,0,2024,7,13,5,3,0,88.0,75.0,148.0,170.42857142857142,176.86666666666667,95.63098720752433
2024-07-14,East,Clothing,248,201,0,0,2024,7,14,6,3,0,63.0,237.0,235.0,172.0,177.3,96.98797176282548
2024-07-15,East,Clothing,103,80,0,0,2024,7,15,0,3,0,248.0,145.0,203.0,166.0,173.96666666666667,100.18316558517522
2024-07-16,East,Clothing,163,249,0,0,2024,7,16,1,3,0,103.0,201.0,385.0,160.57142857142858,166.56666666666666,98.99302524733254
2024-07-17,East,Clothing,136,88,0,0,2024,7,17,2,3,0,163.0,121.0,102.0,162.71428571428572,167.7,98.15245672882942
2024-07-18,East,Clothing,62,62,0,0,2024,7,18,3,3,0,136.0,338.0,186.0,123.28571428571429,163.56666666666666,66.25635638868738
2024-07-19,East,Clothing,195,190,0,0,2024,7,19,4,3,0,62.0,88.0,123.0,138.57142857142858,165.96666666666667,69.04311972204302
2024-07-20,East,Clothing,165,80,0,0,2024,7,20,5,3,0,195.0,63.0,213.0,153.14285714285714,164.36666666666667,60.69439450072385
2024-07-21,East,Clothing,81,112,0,0,2024,7,21,6,3,0,165.0,248.0,85.0,129.28571428571428,164.23333333333332,48.862781629491955
2024-07-22,East,Clothing,127,160,0,0,2024,7,22,0,3,0,81.0,103.0,107.0,132.71428571428572,164.9,47.5349495484261
2024-07-23,East,Clothing,82,101,0,0,2024,7,23,1,3,0,127.0,163.0,213.0,121.14285714285714,160.53333333333333,48.77645802170193
2024-07-24,East,Clothing,125,99,0,0,2024,7,24,2,3,0,82.0,136.0,238.0,119.57142857142857,156.76666666666668,48.393722536630456
2024-07-25,East,Clothing,216,292,0,0,2024,7,25,3,3,0,125.0,62.0,123.0,141.57142857142858,159.86666666666667,52.67465280017542
2024-07-26,East,Clothing,132,128,0,0,2024,7,26,4,3,0,216.0,195.0,103.0,132.57142857142858,160.83333333333334,47.11283315211508
2024-07-27,East,Clothing,384,419,1,0,2024,7,27,5,3,0,132.0,165.0,192.0,163.85714285714286,167.23333333333332,106.95081201410376
2024-07-28,East,Clothing,261,326,0,0,2024,7,28,6,3,0,384.0,81.0,167.0,189.57142857142858,170.36666666666667,105.33574439675736
2024-07-29,East,Clothing,78,68,0,0,2024,7,29,0,3,0,261.0,127.0,180.0,182.57142857142858,166.96666666666667,111.62714296988436
2024-07-30,East,Clothing,112,47,1,0,2024,7,30,1,3,0,78.0,82.0,276.0,186.85714285714286,161.5,107.62655894562525
2024-07-31,East,Clothing,221,141,0,0,2024,7,31,2,3,0,112.0,125.0,92.0,200.57142857142858,165.8,104.50176576316304
2024-08-01,East,Clothing,184,187,0,0,2024,8,1,3,3,0,221.0,216.0,217.0,196.0,164.7,104.4142391311323
2024-08-02,East,Clothing,115,128,0,0,2024,8,2,4,3,0,184.0,132.0,225.0,193.57142857142858,161.03333333333333,106.33101952998318
2024-08-03,East,Clothing,165,212,0,0,2024,8,3,5,3,0,115.0,384.0,219.0,162.28571428571428,159.23333333333332,65.24240514091582
2024-08-04,East,Clothing,87,121,0,0,2024,8,4,6,3,0,165.0,261.0,154.0,137.42857142857142,157.0,53.444229943799385
2024-08-05,East,Clothing,123,119,0,0,2024,8,5,0,3,0,87.0,78.0,75.0,143.85714285714286,158.6,47.47781436779542
2024-08-06,East,Clothing,160,205,0,0,2024,8,6,1,3,0,123.0,112.0,237.0,150.71428571428572,156.03333333333333,45.53648458732194
2024-08-07,East,Clothing,142,134,0,0,2024,8,7,2,3,0,160.0,221.0,145.0,139.42857142857142,155.93333333333334,33.38091841585101
2024-08-08,East,Clothing,69,50,0,0,2024,8,8,3,3,0,142.0,184.0,201.0,123.0,151.53333333333333,35.98610843089314
2024-08-09,East,Clothing,158,103,1,0,2024,8,9,4,3,0,69.0,115.0,121.0,129.14285714285714,152.76666666666668,38.006265147685646
2024-08-10,East,Clothing,253,274,0,0,2024,8,10,5,3,0,158.0,165.0,338.0,141.71428571428572,149.93333333333334,60.02142474626384
2024-08-11,East,Clothing,170,167,0,0,2024,8,11,6,3,0,253.0,87.0,88.0,153.57142857142858,152.66666666666666,55.43421669828443
2024-08-12,East,Clothing,147,163,0,0,2024,8,12,0,3,0,170.0,123.0,63.0,157.0,155.46666666666667,53.950594683160254
2024-08-13,East,Clothing,175,158,0,0,2024,8,13,1,3,0,147.0,160.0,248.0,159.14285714285714,153.03333333333333,54.385747432663784
2024-08-14,East,Clothing,195,282,0,0,2024,8,14,2,3,0,175.0,142.0,103.0,166.71428571428572,156.1,55.2832532982463
2024-08-15,East,Clothing,117,181,0,0,2024,8,15,3,3,0,195.0,69.0,163.0,173.57142857142858,154.56666666666666,42.684334139732584
2024-08-16,East,Clothing,119,110,0,0,2024,8,16,4,3,0,117.0,158.0,136.0,168.0,154.0,47.34624237113893
2024-08-17,East,Clothing,160,110,1,0,2024,8,17,5,3,0,119.0,253.0,62.0,154.71428571428572,157.26666666666668,29.021338618989837
2024-08-18,East,Clothing,86,37,0,0,2024,8,18,6,3,0,160.0,170.0,195.0,142.71428571428572,153.63333333333333,37.71257211114195
2024-08-19,East,Clothing,207,141,0,0,2024,8,19,0,3,0,86.0,147.0,165.0,151.28571428571428,155.03333333333333,44.969301698359445
2024-08-20,East,Clothing,186,240,0,0,2024,8,20,1,3,0,207.0,175.0,81.0,152.85714285714286,158.53333333333333,46.11373104050644
2024-08-21,East,Clothing,139,191,0,0,2024,8,21,2,3,0,186.0,195.0,127.0,144.85714285714286,158.93333333333334,42.28249666007801
2024-08-22,East,Clothing,207,279,0,0,2024,8,22,3,3,0,139.0,117.0,82.0,157.71428571428572,163.1,45.926442222733385
